,gammaE,gammaN,gammaBW,repRate,laserWavelength,laserN,laserPulseEnergy,laserAvgPower,laserHarmonicEff,accElectronE,accAvgCurrent,accLength,accAvgPower,accPeakPower,accElectronN,accGrad,accShuntZ
99,20.0,1000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,2.604034657414008,4.005221713708804,177.0106613896674,301.2767872043445,16254897986354.607,150.0,352.0
100,20.0,1000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,1.302017328707004,6.007832570563205,248.44993664981155,422.8683069558175,8127448993177.304,100.0,160.0
101,20.0,1000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,1.302017328707004,4.005221713708804,369.7872239260017,629.3875515689277,8127448993177.304,150.0,160.0
102,20.0,1000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,1.302017328707004,6.007832570563205,116.0819868939678,197.57458555969728,8127448993177.304,100.0,352.0
103,20.0,1000000000000.0,0.001,1000.0,343.0,1.3805037438241009e+21,2.0,2000.0,0.4,600.7832570563205,1.302017328707004,4.005221713708804,171.23529929223605,291.4469694747474,8127448993177.304,150.0,352.0
104,20.0,1000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,0.8671688228087424,7.361636606782309,302.07209833915635,514.1346322149169,5413038843999.641,100.0,160.0
105,20.0,1000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,0.8671688228087424,4.9077577378548725,450.75151063781254,767.1908905730587,5413038843999.641,150.0,160.0
106,20.0,1000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,0.8671688228087424,7.361636606782309,139.8763758315314,238.07325946058023,5413038843999.641,100.0,352.0
107,20.0,1000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,736.1636606782308,0.8671688228087424,4.9077577378548725,207.45792687637513,353.09883144155384,5413038843999.641,150.0,352.0
108,20.0,1000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,0.4335844114043712,7.361636606782309,299.71546146823437,510.12357446560026,2706519421999.8203,100.0,160.0
109,20.0,1000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,0.4335844114043712,4.9077577378548725,448.39487376689056,763.1798328237422,2706519421999.8203,150.0,160.0
110,20.0,1000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,0.4335844114043712,7.361636606782309,137.51973896060943,234.0622017112637,2706519421999.8203,100.0,352.0
111,20.0,1000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,736.1636606782308,0.4335844114043712,4.9077577378548725,205.10129000545314,349.08777369223725,2706519421999.8203,150.0,352.0
112,20.0,10000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,26.040346574140084,6.007832570563205,358.1818165010073,609.6348438181625,162548979863546.1,100.0,160.0
